SURVEY,FILENAME,SOFTWARE,NUM_PTS,NUM_RET1,NUM_RET2,NUM_RET3,NUM_RET4,NUM_RET5,X_SF,Y_SF,Z_SF,X_MIN,Y_MIN,X_MAX,Y_MAX,Z_MIN,Z_MAX,LONG_MIN,LAT_MIN,LONG_MAX,LAT_MAX,COMPRESSION,INTENSITY_MIN,INTENSITY_MAX,NUM_RET_MIN,NUM_RET_MAX,NUM_GROUND,NUM_LOWVEG,NUM_MEDVEG,NUM_HIVEG
PRG_2013,PRGL1360C9583_2013.laz, 'TerraScan',4227607,2400173,1827434,0,0,0,0.01,0.01,0.01,136000,9583664.65,136749.22,9583999.99,111.11,206.92,-48.27640346,-3.760481682,-48.26965577,-3.75747824, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,215,1,2,2394004,1158087,45206,67154
PRG_2013,PRGL1360C9584_2013.laz, 'TerraScan',3612225,1992382,1619843,0,0,0,0.01,0.01,0.01,136261.41,9584000,136999.99,9584330.74,110.28,200.39,-48.27404177,-3.757461643,-48.26738992,-3.754499344, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,223,1,2,1990297,913284,40024,55242
PRG_2013,PRGL1360C9620_2013.laz, 'TerraScan',1763142,1005280,757862,0,0,0,0.01,0.01,0.01,136000,9620700.44,136669.41,9620999.99,105.1,164.57,-48.27520916,-3.425971637,-48.26918335,-3.423286709, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,161,1,2,1001394,473030,32470,35272
PRG_2013,PRGL1360C9621_2013.laz, 'TerraScan',2439966,1378487,1061479,0,0,0,0.01,0.01,0.01,136181.14,9621000,136999.99,9621365.99,99.29,160.77,-48.27357189,-3.423271566,-48.2662009,-3.419991105, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,151,1,2,1372851,641371,49366,60849
PRG_2013,PRGL1370C9584_2013.laz, 'TerraScan',7716518,4328096,3388422,0,0,0,0.01,0.01,0.01,137000,9584112.29,137999.99,9584778.38,103.55,221.6,-48.26739717,-3.756472411,-48.25838367,-3.750489888, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,265,1,2,4317228,2046493,84104,113072
PRG_2013,PRGL1370C9621_2013.laz, 'TerraScan',4094468,2262311,1832157,0,0,0,0.01,0.01,0.01,137000,9621147.74,137999.99,9621813.02,58.2,151.85,-48.26620749,-3.421962382,-48.25719927,-3.415984113, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,141,1,2,2252565,1014585,47862,36953
PRG_2013,PRGL1380C9584_2013.laz, 'TerraScan',4951705,2792920,2158785,0,0,0,0.01,0.01,0.01,138000,9584560.09,138982.77,9584999.99,119.51,201.69,-48.25839089,-3.752461528,-48.24953981,-3.748521256, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,279,1,2,2783734,1341134,67129,104670
PRG_2013,PRGL1380C9585_2013.laz, 'TerraScan',1295049,747679,547370,0,0,0,0.01,0.01,0.01,138494.92,9585000,138999.99,9585226.03,120.03,188.83,-48.25392621,-3.748504799,-48.24937744,-3.746480176, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,234,1,2,745456,374765,14826,14576
PRG_2013,PRGL1380C9621_2013.laz, 'TerraScan',2740934,1484509,1256425,0,0,0,0.01,0.01,0.01,138000,9621594.63,138906.08,9621999.99,62.14,148.22,-48.25720584,-3.417956672,-48.24904963,-3.414323052, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,169,1,2,1478266,641507,69793,117110
PRG_2013,PRGL1380C9622_2013.laz, 'TerraScan',1442730,795934,646796,0,0,0,0.01,0.01,0.01,138417.77,9622000,138999.99,9622260.24,72.69,144.32,-48.25343857,-3.41430804,-48.24819765,-3.411975248, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,173,1,2,792235,354310,34950,64904
PRG_2013,PRGL1390C9585_2013.laz, 'TerraScan',5336459,3188015,2148444,0,0,0,0.01,0.01,0.01,139000,9585007.63,139999.99,9585673.59,76.06,194.24,-48.24938464,-3.748452827,-48.24037123,-3.742471112, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,226,1,2,3179014,1713595,100412,296544
PRG_2013,PRGL1390C9622_2013.laz, 'TerraScan',4221693,2338430,1883263,0,0,0,0.01,0.01,0.01,139000,9622041.91,139999.99,9622707.25,55.6,151.09,-48.24820419,-3.413947283,-48.23919605,-3.407968123, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,171,1,2,2327472,1059471,99734,172405
PRG_2013,PRGL1400C9585_2013.laz, 'TerraScan',1052388,906912,145476,0,0,0,0.01,0.01,0.01,140000,9585455.52,140321.24,9585780.83,71.86,101.49,-48.24037839,-3.744440801,-48.2374792,-3.741513197, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,832,1,2,906829,791840,110669,504315
PRG_2013,PRGL1400C9622_2013.laz, 'TerraScan',761353,418575,342778,0,0,0,0.01,0.01,0.01,140000,9622489.08,140217.2,9622767.67,54.52,119.2,-48.23920256,-3.409938731,-48.23724192,-3.40742898, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,134,1,2,416542,184772,8039,5200
PRG_2013,PRGL1530C9591_2013.laz, 'TerraScan',2439031,1335692,1103339,0,0,0,0.01,0.01,0.01,153490.11,9591529.13,153999.99,9591938.7,115,172.62,-48.11888389,-3.69001733,-48.11428621,-3.686333625, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,214,1,2,1329390,594589,34036,44462
PRG_2013,PRGL1530C9628_2013.laz, 'TerraScan',2320399,1262254,1058145,0,0,0,0.01,0.01,0.01,153392.9,9628511.51,153999.99,9628964.43,59.7,137.23,-48.11864462,-3.355934749,-48.11317472,-3.351860744, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,173,1,2,1256959,555721,30386,19792
PRG_2013,PRGL1540C9591_2013.laz, 'TerraScan',2611249,1480766,1130483,0,0,0,0.01,0.01,0.01,154000,9591720.35,154625.24,9591999.99,122.94,187.37,-48.114293,-3.688306087,-48.10866211,-3.6857997, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,210,1,2,1474747,697033,41785,56783
PRG_2013,PRGL1540C9592_2013.laz, 'TerraScan',4377985,2546785,1831200,0,0,0,0.01,0.01,0.01,154136.61,9592000,154999.99,9592386.18,134.12,202.84,-48.11305582,-3.685784188,-48.10528028,-3.68232284, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,208,1,2,2537024,1273503,61626,90044
PRG_2013,PRGL1540C9629_2013.laz, 'TerraScan',2960732,1565078,1395654,0,0,0,0.01,0.01,0.01,154079.3,9629000,154999.99,9629411.49,49.1,134.24,-48.11246082,-3.351541698,-48.10417328,-3.347850851, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,182,1,2,1558061,641054,35985,23641
PRG_2013,PRGL1550C9592_2013.laz, 'TerraScan',6648677,3837548,2811129,0,0,0,0.01,0.01,0.01,155000,9592167.68,155999.99,9592833.46,130.16,249.37,-48.10528704,-3.684296675,-48.09627437,-3.678313702, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,194,1,2,3838486,1951407,130586,339184
PRG_2013,PRGL1550C9629_2013.laz, 'TerraScan',4159780,2218725,1941055,0,0,0,0.01,0.01,0.01,155000,9629193.22,155999.99,9629858.27,46.08,126.96,-48.10417941,-3.349822624,-48.09517186,-3.343843335, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,176,1,2,2208222,936624,57552,42169
PRG_2013,PRGL1560C9592_2013.laz, 'TerraScan',2286076,2189289,96787,0,0,0,0.01,0.01,0.01,156000,9592614.98,156859.91,9592999.99,105.25,152.51,-48.0962811,-3.680287373,-48.08853681,-3.676836243, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,172,1,2,2200559,2110400,134876,709205
PRG_2013,PRGL1560C9593_2013.laz, 'TerraScan',1955608,1463481,492127,0,0,0,0.01,0.01,0.01,156372.37,9593000,156999.99,9593280.88,102.38,153.79,-48.09292076,-3.676820902,-48.08726848,-3.674303139, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,155,1,2,1467286,1131889,72760,324861
PRG_2013,PRGL1560C9629_2013.laz, 'TerraScan',2432807,1326143,1106664,0,0,0,0.01,0.01,0.01,156000,9629639.96,156805.97,9629999.99,37.7,103.02,-48.09517796,-3.345815486,-48.08792307,-3.342586005, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,155,1,2,1321093,587217,33728,26354
PRG_2013,PRGL1560C9630_2013.laz, 'TerraScan',1694134,959632,734502,0,0,0,0.01,0.01,0.01,156317.38,9630000,156999.99,9630304.75,37.51,99.04,-48.0923149,-3.342572022,-48.08617045,-3.339838377, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,3,147,1,2,955777,461265,27270,22067
PRG_2013,PRGL1570C9593_2013.laz, 'TerraScan',7154694,3914046,3240648,0,0,0,0.01,0.01,0.01,157000,9593062.47,157999.99,9593728.05,90.86,151.42,-48.08727518,-3.676276194,-48.07826261,-3.670294674, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,159,1,2,3900320,1746600,92319,180394
PRG_2013,PRGL1570C9628_2013.laz, 'TerraScan',1239281,663206,576075,0,0,0,0.01,0.01,0.01,154000,9628746.35,154567.73,9628999.99,60.38,124.13,-48.11318087,-3.353830784,-48.10807047,-3.351555805, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,175,1,2,659858,280110,18168,11784
PRG_2013,PRGL1570C9630_2013.laz, 'TerraScan',4270311,2318337,1951974,0,0,0,0.01,0.01,0.01,157000,9630086.69,157999.99,9630735.85,41.41,110.83,-48.08617652,-3.341808287,-48.07716949,-3.335972209, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,165,1,2,2307882,1009104,58243,47415
PRG_2013,PRGL1580C9593_2013.laz, 'TerraScan',520448,363511,156937,0,0,0,0.01,0.01,0.01,158000,9593509.83,158141.26,9593754.55,100.6,137.53,-48.07826928,-3.67226603,-48.07699149,-3.670059671, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,141,1,2,362908,251002,20540,106437
PRG_2013,PRGL1580C9630_2013.laz, 'TerraScan',53667,29369,24298,0,0,0,0.01,0.01,0.01,158000,9630533.54,158046.06,9630656.29,68.2,109.66,-48.07717509,-3.337799853,-48.07675761,-3.336692246, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,3,138,1,2,29338,12956,1101,2915
PRG_2013,PRGL1610C9613_2013.laz, 'TerraScan',1671650,1017877,653773,0,0,0,0.01,0.01,0.01,161550.44,9613645.99,161999.99,9613999.99,62.33,88,-48.04574128,-3.490464023,-48.04168928,-3.487279083, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,162,1,2,1016304,525383,87047,203649
PRG_2013,PRGL1610C9614_2013.laz, 'TerraScan',15296,9462,5834,0,0,0,0.01,0.01,0.01,161936.12,9614000,161999.99,9614028.64,75.4,85.99,-48.04226351,-3.487277127,-48.04168845,-3.487020255, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,4,144,1,2,9480,5093,959,3794
PRG_2013,PRGL1620C9613_2013.laz, 'TerraScan',716562,467172,249390,0,0,0,0.01,0.01,0.01,162000,9613810.2,162424.36,9613999.99,56.35,87.91,-48.04169471,-3.488993674,-48.03787396,-3.487291467, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,161,1,2,466531,274575,35709,99188
PRG_2013,PRGL1620C9614_2013.laz, 'TerraScan',3615748,2047647,1568101,0,0,0,0.01,0.01,0.01,162000,9614000,162999.99,9614475.55,55.39,131.12,-48.04168919,-3.487278993,-48.03268494,-3.483011925, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,183,1,2,2041277,978484,100349,145811
PRG_2013,PRGL1630C9614_2013.laz, 'TerraScan',5041259,2838151,2203108,0,0,0,0.01,0.01,0.01,163000,9614257.25,163999.99,9614922.56,64.19,179.64,-48.03269117,-3.484984097,-48.02368144,-3.479002539, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,242,1,2,2826565,1347286,109748,122709
PRG_2013,PRGL1640C9614_2013.laz, 'TerraScan',1896508,1084967,811541,0,0,0,0.01,0.01,0.01,164000,9614704.09,164661.88,9614999.99,132.56,189.7,-48.02368764,-3.480976263,-48.0177284,-3.478322158, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,222,1,2,1078339,537460,30834,29946
PRG_2013,PRGL1640C9615_2013.laz, 'TerraScan',2720425,1484730,1235695,0,0,0,0.01,0.01,0.01,164173.48,9615000,164999.99,9615369.25,87.47,183.13,-48.02211942,-3.478307945,-48.01467796,-3.47499589, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,219,1,2,1477543,673662,36810,31957
PRG_2013,PRGL1650C9615_2013.laz, 'TerraScan',4544137,2553368,1990769,0,0,0,0.01,0.01,0.01,165000,9615151.25,165999.99,9615816.09,72.52,164.86,-48.01468413,-3.476965384,-48.0056745,-3.470987733, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,179,1,2,2542502,1209742,73955,91062
PRG_2013,PRGL1660C9615_2013.laz, 'TerraScan',739879,421891,317988,0,0,0,0.01,0.01,0.01,166000,9615598.04,166202.9,9615870.36,99.36,171.65,-48.00568064,-3.472957695,-48.00384864,-3.470503258, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,189,1,2,420489,205857,8028,6511
PRG_2013,PRGL1710C9636_2013.laz, 'TerraScan',2664127,1503606,1160521,0,0,0,0.01,0.01,0.01,171222.13,9636475.58,171999.99,9636999.99,54.07,147.65,-47.9581573,-3.284480949,-47.9511509,-3.279763721, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,168,1,2,1497368,705288,42232,28329
PRG_2013,PRGL1720C9636_2013.laz, 'TerraScan',969324,532971,436353,0,0,0,0.01,0.01,0.01,172000,9636786.5,172478.21,9636999.99,62.8,139.19,-47.95115647,-3.28169259,-47.94685199,-3.279776455, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,157,1,2,528041,235067,13849,10612
PRG_2013,PRGL1720C9637_2013.laz, 'TerraScan',3229875,1795520,1434355,0,0,0,0.01,0.01,0.01,172000,9637000,172999.99,9637451.16,67.21,160.12,-47.95115081,-3.27976363,-47.94214957,-3.275714002, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,176,1,2,1785826,821923,52211,41471
PRG_2013,PRGL1730C9637_2013.laz, 'TerraScan',4276923,2373528,1903395,0,0,0,0.01,0.01,0.01,173000,9637232.89,173999.99,9637897.67,108.16,160.85,-47.94215524,-3.277686074,-47.93314837,-3.27170624, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,179,1,2,2363315,1077542,66202,56609
PRG_2013,PRGL1740C9637_2013.laz, 'TerraScan',2001967,1109755,892212,0,0,0,0.01,0.01,0.01,174000,9637679.31,174717.75,9637999.99,107.89,153.92,-47.93315403,-3.273679142,-47.92669341,-3.270800708, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,188,1,2,1105225,506776,31652,28020
PRG_2013,PRGL1740C9638_2013.laz, 'TerraScan',2355236,1299500,1055736,0,0,0,0.01,0.01,0.01,174230.01,9638000,174999.99,9638344.12,107.63,157.84,-47.93107793,-3.270787753,-47.9241472,-3.267698873, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,213,1,2,1293222,587842,38783,38699
PRG_2013,PRGL1750C9638_2013.laz, 'TerraScan',3571822,1985587,1586235,0,0,0,0.01,0.01,0.01,175000,9638125.95,175875.5,9638698.48,101.17,156.7,-47.92415282,-3.269670075,-47.91626754,-3.264520153, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,216,1,2,1975456,918524,59846,54821
PRG_2013,PRGL1790C9621_2013.laz, 'TerraScan',2306540,1377274,929266,0,0,0,0.01,0.01,0.01,179375.67,9621610.31,179999.99,9621999.99,39.33,94.15,-47.88525357,-3.419010905,-47.87962968,-3.415506895, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,183,1,2,1373490,720837,56360,77451
PRG_2013,PRGL1790C9622_2013.laz, 'TerraScan',126454,68011,58443,0,0,0,0.01,0.01,0.01,179841.34,9622000,179999.99,9622070.95,42.74,851.61,-47.88105613,-3.415502507,-47.87962777,-3.414865736, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,152,1,2,67901,28931,1326,1388
PRG_2013,PRGL1800C9621_2013.laz, 'TerraScan',541880,290507,251373,0,0,0,0.01,0.01,0.01,180000,9621852.67,180330.19,9621999.99,48.99,141.2,-47.87963356,-3.416838003,-47.87666079,-3.415515831, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,195,1,2,289634,121910,12099,20386
PRG_2013,PRGL1800C9622_2013.laz, 'TerraScan',4375963,2361983,2013980,0,0,0,0.01,0.01,0.01,180000,9622000,180999.99,9622517.47,43.87,179.05,-47.87962959,-3.415506804,-47.87062457,-3.410858207, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,225,1,2,2349371,1007437,101734,159631
PRG_2013,PRGL1810C9622_2013.laz, 'TerraScan',4865836,2723679,2142157,0,0,0,0.01,0.01,0.01,181000,9622299.34,181999.99,9622964.05,84.06,181.92,-47.87063033,-3.412829135,-47.86162138,-3.406849987, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,203,1,2,2710069,1254877,106991,161548
PRG_2013,PRGL1820C9622_2013.laz, 'TerraScan',1591384,948893,642491,0,0,0,0.01,0.01,0.01,182000,9622745.89,182568.64,9622999.99,121.08,191.71,-47.86162712,-3.408821202,-47.85650754,-3.406540495, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,190,1,2,943117,495772,58817,126759
PRG_2013,PRGL1820C9623_2013.laz, 'TerraScan',3327621,1885736,1441885,0,0,0,0.01,0.01,0.01,182080.54,9623000,182999.99,9623410.69,134.14,178.73,-47.86089617,-3.406527318,-47.85261821,-3.402841078, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,209,1,2,1877643,881557,82538,139286
PRG_2013,PRGL1830C9623_2013.laz, 'TerraScan',4588707,2624079,1964628,0,0,0,0.01,0.01,0.01,183000,9623192.36,183999.99,9623833.09,108.59,174.27,-47.85262393,-3.404813844,-47.8436157,-3.399051047, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,208,1,2,2614543,1257465,130255,223951
PRG_2013,PRGL1840C9623_2013.laz, 'TerraScan',17006,9487,7519,0,0,0,0.01,0.01,0.01,184000,9623639.03,184028.16,9623713.68,116.59,154.29,-47.84362075,-3.400804531,-47.84336557,-3.400130759, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,3,150,1,2,9593,4439,572,1290
PRG_2013,PRGL1890C9644_2013.laz, 'TerraScan',3253849,2149544,1104305,0,0,0,0.01,0.01,0.01,189051.9,9644434.53,189999.99,9644999.99,44.89,85.77,-47.79766941,-3.213026621,-47.78913217,-3.207940419, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,186,1,2,2145775,1366541,179389,492697
PRG_2013,PRGL1890C9645_2013.laz, 'TerraScan',22485,21568,917,0,0,0,0.01,0.01,0.01,189911.97,9645000,189999.99,9645039.23,57.9,67.63,-47.78992347,-3.20793816,-47.78913121,-3.207585837, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,5,178,1,2,21564,20667,3692,14176
PRG_2013,PRGL1900C9644_2013.laz, 'TerraScan',646967,391464,255503,0,0,0,0.01,0.01,0.01,190000,9644821.16,190401.23,9644999.99,43.97,77.22,-47.78913647,-3.20955637,-47.78552501,-3.207950297, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,186,1,2,390258,211341,27935,59568
PRG_2013,PRGL1900C9645_2013.laz, 'TerraScan',2746037,1944382,801655,0,0,0,0.01,0.01,0.01,190000,9645000,190999.99,9645485.5,41.71,80,-47.78913208,-3.207940329,-47.78013026,-3.203577796, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,193,1,2,1942489,1310069,209834,507225
PRG_2013,PRGL1910C9645_2013.laz, 'TerraScan',6603650,3550726,3052924,0,0,0,0.01,0.01,0.01,191000,9645267.36,191999.99,9645931.51,42.27,138.73,-47.7801355,-3.205548977,-47.77112933,-3.199571963, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,226,1,2,3537786,1543810,70588,83116
PRG_2013,PRGL1920C9645_2013.laz, 'TerraScan',2522085,1358505,1163580,0,0,0,0.01,0.01,0.01,192000,9645713.52,192642.21,9645999.99,48.74,125.05,-47.77113454,-3.201541804,-47.76535404,-3.198968811, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,234,1,2,1351895,589039,25375,27748
PRG_2013,PRGL1920C9646_2013.laz, 'TerraScan',4103224,2231609,1871615,0,0,0,0.01,0.01,0.01,192153.05,9646000,192999.99,9646377.75,71.95,136.95,-47.76975165,-3.198956797,-47.76212841,-3.195563911, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,234,1,2,2225524,985679,46823,65965
PRG_2013,PRGL1930C9646_2013.laz, 'TerraScan',4875559,2720355,2155204,0,0,0,0.01,0.01,0.01,193000,9646159.58,193705.46,9646656,56.3,137.75,-47.7621336,-3.197535394,-47.75577943,-3.193066631, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,246,1,2,2710096,1237051,109856,376976
PRG_2013,PRGL1970C9629_2013.laz, 'TerraScan',3323688,1846374,1477314,0,0,0,0.01,0.01,0.01,197201.65,9629569.4,197999.99,9629999.99,166.59,220.24,-47.72476481,-3.347557722,-47.71757558,-3.343686606, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,184,1,2,1839389,826413,54125,53220
PRG_2013,PRGL1970C9630_2013.laz, 'TerraScan',285684,153702,131982,0,0,0,0.01,0.01,0.01,197759.79,9630000,197999.99,9630107.44,166.74,210.96,-47.71973541,-3.343680504,-47.71757291,-3.342715606, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,3,164,1,2,153134,64167,4726,12682
PRG_2013,PRGL1980C9629_2013.laz, 'TerraScan',279553,156679,122874,0,0,0,0.01,0.01,0.01,198000,9629889.31,198248.42,9629999.99,169.32,210.44,-47.71757825,-3.344686795,-47.71534175,-3.343692819, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,162,1,2,155690,71793,4562,11317
PRG_2013,PRGL1980C9630_2013.laz, 'TerraScan',4438262,2428088,2010174,0,0,0,0.01,0.01,0.01,198000,9630000,198999.99,9630553.88,167.64,213.6,-47.71757549,-3.343686516,-47.70857004,-3.338706173, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,175,1,2,2418338,1046843,79230,83601
PRG_2013,PRGL1990C9630_2013.laz, 'TerraScan',4364985,2450862,1914123,0,0,0,0.01,0.01,0.01,199000,9630335.59,199999.99,9630999.85,162.3,215.41,-47.70857536,-3.340678823,-47.6995672,-3.334700845, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,174,1,2,2440637,1104029,80758,79578
PRG_2013,PRGL2000C9630_2013.laz, 'TerraScan',1197672,656452,541220,0,0,0,0.01,0.01,0.01,200000,9630781.99,200488.78,9630999.99,155.43,203.41,-47.69957248,-3.336669624,-47.69517207,-3.334711685, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,142,1,2,653224,272259,27734,40553
PRG_2013,PRGL2000C9631_2013.laz, 'TerraScan',3678697,1987531,1691166,0,0,0,0.01,0.01,0.01,200000.27,9631000,200999.99,9631446.43,108.81,224.57,-47.69956468,-3.334699496,-47.69056436,-3.330689861, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,165,1,2,1978895,825424,69535,70075
PRG_2013,PRGL2010C9631_2013.laz, 'TerraScan',3597809,1932912,1664897,0,0,0,0.01,0.01,0.01,201000,9631228.22,201854.23,9631791.09,70.61,180.66,-47.69056963,-3.332661818,-47.6828747,-3.327596208, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,169,1,2,1924746,814686,61302,54418
PRG_2013,PRGL2060C9652_2013.laz, 'TerraScan',322512,174477,148035,0,0,0,0.01,0.01,0.01,206882.34,9652388.37,206999.99,9652622.62,130.62,174.16,-47.63718027,-3.14157338,-47.63611722,-3.139459051, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,225,1,2,173047,75128,10183,12044
PRG_2013,PRGL2070C9652_2013.laz, 'TerraScan',4143308,2315163,1828145,0,0,0,0.01,0.01,0.01,207000,9652404.35,207999.99,9652999.99,115.04,174.85,-47.63612208,-3.141431646,-47.62711808,-3.136071331, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,274,1,2,2303622,1071647,155661,271096
PRG_2013,PRGL2070C9653_2013.laz, 'TerraScan',94491,51572,42919,0,0,0,0.01,0.01,0.01,207846.15,9653000,207999.99,9653068.35,105.19,153.86,-47.6285012,-3.13606775,-47.62711654,-3.13545353, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,3,189,1,2,51371,22916,2756,3735
PRG_2013,PRGL2080C9652_2013.laz, 'TerraScan',473128,262208,210920,0,0,0,0.01,0.01,0.01,208000,9652850.37,208335.75,9652999.99,113.69,157.16,-47.62712137,-3.137423518,-47.62409939,-3.136078944, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,232,1,2,260534,120269,20114,32442
PRG_2013,PRGL2080C9653_2013.laz, 'TerraScan',3665776,2012629,1653147,0,0,0,0.01,0.01,0.01,208000,9653000,208999.99,9653514.46,61.15,153.65,-47.62711799,-3.136071241,-47.61811588,-3.131444438, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,231,1,2,2003680,895076,92908,115194
PRG_2013,PRGL2090C9653_2013.laz, 'TerraScan',4330523,2348357,1982166,0,0,0,0.01,0.01,0.01,209000,9653296.68,209999.99,9653960.33,54.75,151.88,-47.61812068,-3.133412633,-47.60911523,-3.127437379, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,239,1,2,2338602,997436,75509,61734
PRG_2013,PRGL2100C9653_2013.laz, 'TerraScan',1589340,877931,711409,0,0,0,0.01,0.01,0.01,210000,9653742.23,210578.1,9653999.99,89.98,153.35,-47.60912002,-3.12940848,-47.60391674,-3.127091923, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,232,1,2,873527,385469,26752,25760
